Title,Artist,Gender,Earliest Date,Latest Date,Department,Culture,Country,Object Link
Jucambe,Agustín Cárdenas,,1958,1958,Modern and Contemporary Art,,France,https://www.metmuseum.org/art/collection/search/838643
