Title,Artist,Gender,Earliest Date,Latest Date,Department,Culture,Country,Object Link
Khochu z︠h︡yty! Obrazky z nimetsʹkykh kontsentratsiĭnykh taboriv,O. Dansʹkyĭ,,1946,1946,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/896972
Neuheiten,A. Nees & Co. Buntpapierfabrik,,1934,1934,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/892133
Die Drossel,Günter Brus,,1975,1975,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/901951
SPUR,Hans-Peter Zimmer,,1961,1961,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/902013
"Erste Russische Kunstausstellung, Berlin, 1922, Galerie Van Diemen & Co. ... Unter den Linden 21",El Lissitzky,,1922,1922,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/901411
SPUR,Gruppe SPUR,,1960,1961,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/901936
Berthold : shriftgisseray un mesinglinie fabrikn aktsiengezelshaft,H. Berthold Messinglinienfabrik und Schriftgiesserei,,1924,1924,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/917511
"Günther Wagner : Preis-Liste, no. 19A",Günther Wagner,,1901,1901,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/917485
Torten-Verzierungen : 78 moderne Vorlagen ; eigene Entwürfe mit klaren Erläuterungen,Georg Steinberger,,1910,1910,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/918217
"Erstklassige Pinsel-fabrikate für Kunst-Handwerk u. Industrie : Ernst Findeisen, Ravensburg",Pinselfabrik Ernst Findeisen GmbH,,1905,1915,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/917489
Hohner,Matthias Hohner AG,,1949,1949,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/917440
Thonet Stahlrohrmöbel,Thonet-Mundus-J. & J. Kohn GmbH,,1923,1938,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/917491
Hohner Mundharmonikas : Qualitätsinstrumente von Weltruf,Matthias Hohner AG,,1931,1931,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/918103
Muster zu Zimmer-Verzierungen und Ameublements,Voss und compagnie,,1794,1795,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/918230
Für Wiederverkäufer : Nettopreise : Katalog 25A,Günther Wagner,,1908,1908,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/917483
Sign(o) graphic,Clemente Padín,,1973,1973,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/929410
Dli︠a︡ golosa,El Lissitzky,,1923,1923,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/901412
Preisliste Nr. 20B,Günther Wagner,,1904,1904,The Libraries,,Germany,https://www.metmuseum.org/art/collection/search/917487
"Agate book charm, probably a watch fob",,,1800,1899,The Libraries,,Great Britain,https://www.metmuseum.org/art/collection/search/909680
1944,Peter Aldor,,1945,1945,The Libraries,,Hungary,https://www.metmuseum.org/art/collection/search/896970
"Noah's ark : Play Sculpture, Jerusalem",Niki de Saint-Phalle,Female,1998,1998,The Libraries,,Israel,https://www.metmuseum.org/art/collection/search/843055
Sketches from a women's labour camp,Esther Lurie,,1962,1962,The Libraries,,Israel,https://www.metmuseum.org/art/collection/search/896191
In the valley of slaughter : drawings,Lea Grundig,,1944,1944,The Libraries,,Israel,https://www.metmuseum.org/art/collection/search/896978
Codice civile generale austriaco,Luigi Lodigiani,,1815,1815,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/681372
Breviario Grimani : ms. Lat. I 99=2138 della Biblioteca nazionale marciana di Venezia,Carlo Bertoncello Brotto,,2009,2009,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/699928
La Basilica di San Marco in Venezia illustrata nella storia e nell'arte da scrittori veneziani : [volume 3],Camillo Boito,,1881,1881,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/739518
"Encyclopédie, ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres",Denis Diderot,,1758,1771,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/716639
"Planches pour l'Encyclopédie, ou pour le Dictionaire raisonné des sciences, des arts libéraux, et des arts méchaniques, avec leur explication",Denis Diderot,,1765,1776,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/716648
Studio d'architettura civile,Filippo Vasconi,,1725,1725,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/815475
"Mostra internazionale del surrealismo : Galleria Schwarz Milano, maggio 1961",Galleria Schwarz,,1961,1961,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/852625
"Orazione fvnerale di M. Benedetto Varchi fatta, e recitata da lui pubblicamente nell'essequie di Michelagnolo Bvonarroti in Firenze, nella chiesa di San Lorenzo",Benedetto Varchi,,1564,1564,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/853476
Die Schastrommel,Günter Brus,,1972,1972,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/901946
"Gli universali dei belli recami antichi, e moderni, ne i quali un pellegrino ingegno si di huomo come di donna, potra in questa nostra età con l'ago vertuosamente esercitarsi. Non anchora da alcuni altri dati in luce, 1537",Nicolò Zoppino,,1877,1877,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/912360
"Opera nova composta per Domenico da Sera detto il Franciosino : dove si insegna a tutte le nobili & leggiadre giovenette di lavorare di ogni sorte di pñti, cusire, recamare, & far tutte qlle belle opere, che si appartengono alle virtuose fanciulle, e qua si dilettano di far cō le sue mani alcuna gentilezza, & e anchora molto utile a gli tessadri, che sogliono lavorare di seta",Matteo Pagano,,1879,1879,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/912370
"Uffizio della Settimana Santa : colle rubriche volgari, argomenti de' Salmi, spiegazione delle cerimonie e misterj, con osservazioni, e riflessioni divote dell'abate Alessandro Mazzinelli",Alessandro Mazzinelli,,1794,1794,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/681389
Istruzione elementare per gli studiosi della scultura,Francesco Carradori,,1802,1802,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/724625
Arte concreta,Bruno Munari,,1950,1951,The Libraries,,Italy,https://www.metmuseum.org/art/collection/search/901430
Aozameta dōteikyō : Shigashū,Hideo Saitō,,1926,1926,The Libraries,,Japan,https://www.metmuseum.org/art/collection/search/820686
Yagi Kazuo sakuhinshū : tōban tsuki tokusōbon,Yagi Kazuo,,1980,1980,The Libraries,,Japan,https://www.metmuseum.org/art/collection/search/820559
Album surréaliste,Takiguchi Shuzo,,1937,1937,The Libraries,,Japan,https://www.metmuseum.org/art/collection/search/852648
Moyō hinagata miyako no nishiki / [henshū Yamanaka Kichirobē],Kichirobe Yamanaka,,1886,1886,The Libraries,,Japan,https://www.metmuseum.org/art/collection/search/855856
Din Kyū Re ten : asu eno kioku,Dinh Q. Lê,,2015,2015,The Libraries,,Japan,https://www.metmuseum.org/art/collection/search/889317
Hikō kannō,Onchi Koshiro,,1934,1934,The Libraries,,Japan,https://www.metmuseum.org/art/collection/search/901417
Chokunyū juen zuroku,Tanomura Chokunyū,,1881,1881,The Libraries,,Japan,https://www.metmuseum.org/art/collection/search/912974
Sōken'an kinen meien zuroku,Ikedo Sōzaburō,,1926,1926,The Libraries,,Japan,https://www.metmuseum.org/art/collection/search/912972
Sencha hayashinan,Ryūkatei Ransui,,1802,1802,The Libraries,,Japan,https://www.metmuseum.org/art/collection/search/912973
Haniwa bi,Seiroku Noma,,1942,1942,The Libraries,,Japan,https://www.metmuseum.org/art/collection/search/934495
大高檀紙见本帖,,,1875,1875,The Libraries,,Japan,https://www.metmuseum.org/art/collection/search/892138
Tsuchi no geijutsu: dogū doki haniwa,Seiroku Noma,,1954,1954,The Libraries,,Japan,https://www.metmuseum.org/art/collection/search/934490
Tropiques,Aimé Césaire,,1941,1941,The Libraries,,Martinique,https://www.metmuseum.org/art/collection/search/852672
Tropiques,Aimé Césaire,,1941,1941,The Libraries,,Martinique,
International exhibition of surrealism,André Breton,,1940,1940,The Libraries,,Mexico,https://www.metmuseum.org/art/collection/search/852616
Dyn,Wolfgang Paalen,,1944,1944,The Libraries,,Mexico,https://www.metmuseum.org/art/collection/search/852611
"Contes et nouvelles de Bocace florentin : traduction libre, accommodée au gout de ce temps, & enrichie de figures en taille-douce gravées par Mr. Romain de Hooge",Giovanni Boccaccio,,1697,1697,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/681534
"Memoires et réflexions sur les principaux évenemens du regne de Louis XIV, & sur le caractere de ceux qui y ont eu la principale part. Par mr. l.m.d.L.F","Charles Auguste, marquis de La Fare",,1749,1749,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/681559
De' ragguagli di Parnaso: Centuria prima-seconda,Johannes Blaeu,,1669,1669,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/681546
"Nouvelle description de la France dans laquelle on voit le gouvernement général de ce royaume, celui de chaque province en particulier : et la description des villes, maisons royales, châteaux, & monumens",Jean-Aimar Piganiol de La Force,,1719,1719,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/760245
"Nouvelle description de la France dans laquelle on voit le gouvernement général de ce royaume, celui de chaque province en particulier : et la description des villes, maisons royales, châteaux, & monumens",Jean-Aimar Piganiol de La Force,,1719,1719,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/760247
"Nouvelle description de la France dans laquelle on voit le gouvernement général de ce royaume, celui de chaque province en particulier : et la description des villes, maisons royales, châteaux, & monumens",Jean-Aimar Piganiol de La Force,,1719,1719,The Libraries,,Netherlands,
"Nouvelle description de la France dans laquelle on voit le gouvernement général de ce royaume, celui de chaque province en particulier : et la description des villes, maisons royales, châteaux, & monumens",Jean-Aimar Piganiol de La Force,,1719,1719,The Libraries,,Netherlands,
"Nouvelle description de la France dans laquelle on voit le gouvernement général de ce royaume, celui de chaque province en particulier : et la description des villes, maisons royales, châteaux, & monumens",Jean-Aimar Piganiol de La Force,,1719,1719,The Libraries,,Netherlands,
"Nouvelle description de la France dans laquelle on voit le gouvernement général de ce royaume, celui de chaque province en particulier : et la description des villes, maisons royales, châteaux, & monumens",Jean-Aimar Piganiol de La Force,,1719,1719,The Libraries,,Netherlands,
"Legatio batavica ad magnum Tartariæ chamum Sungteium, modernum Sinæ imperatorem : historiarum narratione, quæ legatis in provinciis Quantung, Kiangsi, Nanking, Xantung, Peking, & aula imperatoriâ ab anno 1665 ad annum 1657 obtigerunt, ut & ardua Sinensium in bello tartarico fortunâ, provinciarum accurata geographia, urbium delineatione, nec non artis & naturæ miraculis ex animalium, vegetabilium, mineralium genere per centum & quinquaginta æneas figuras passim illustrata & conscripta vernacule",Johannes Nieuhof,,1668,1668,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/839804
Margins,Ulises Carrión,,1975,1975,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/895233
The magic of marbling,Karli Frigge,,2020,2020,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/892625
Sample book of the fancy paper factory Aschaffenburg,Karli Frigge,,1993,1993,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/892132
Surréalistische ontmoetingen : si vous aimez l'amour,Johannes Moesman,,1961,1961,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/902009
Het boek van PTT,Piet Zwart,,1938,1938,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/901416
Alchemy & marbling,Karli Frigge,,1996,1996,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/924507
Werkboek 1992,Karli Frigge,,1992,1992,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/924128
Marbled plants,Karli Frigge,,1988,1988,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/924508
Leather books : an illustrated handbook,Karli Frigge,,1997,1997,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/924457
Sample book of Seymour,Karli Frigge,,1993,1993,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/924509
"Langzaam vermarmeren : fragmenten uit brieven van Karli Frigge aan Jacques van Gent, met tien originele marmertjes",Karli Frigge,,2003,2003,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/924458
Het goede moment,Hans Warren,,0,0,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/924462
Marbled landscapes,Karli Frigge,,1988,1988,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/924503
All of Karli Frigge's sample books,Karli Frigge,,2001,2001,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/923426
Marbled paper,Karli Frigge,,1985,1985,The Libraries,,Netherlands,https://www.metmuseum.org/art/collection/search/924106
Vírgenes urbanas,Ana de Orbegoso,,2007,2007,The Libraries,,Peru,https://www.metmuseum.org/art/collection/search/889949
Przeżyłam Oświęcim,Krystyna Żywulska,,1946,1946,The Libraries,,Poland,https://www.metmuseum.org/art/collection/search/896976
Powrót z piekła hitlerowskiego : wspomnienie z obozu koncentracyjnego w Gross-Rosen i Litomierzycach,Antoni Gładysz,,1945,1945,The Libraries,,Poland,https://www.metmuseum.org/art/collection/search/896222
Kwiaty Oświeçimia,Zinoviĭ Tolkachev,,1945,1945,The Libraries,,Poland,https://www.metmuseum.org/art/collection/search/897070
Dialogo sobre hua nova obra no Rio Tejo ...,Bento de Moura Portugal,,1771,1781,The Libraries,,Portugal,https://www.metmuseum.org/art/collection/search/682011
Unicórnio : antologia de inéditos de autores portugueses contemporãneos,José-Augusto França,,1951,1956,The Libraries,,Portugal,https://www.metmuseum.org/art/collection/search/852662
"Auschwitz, 1944-45",Kaba Adler,,1947,1947,The Libraries,,Romania,https://www.metmuseum.org/art/collection/search/896217
Souvenir de St. Pétersbourg,,,1880,1889,The Libraries,,Russia,https://www.metmuseum.org/art/collection/search/813852
"Ann Muir, master marbler",Ann Muir,,2017,2017,The Libraries,,Scotland,https://www.metmuseum.org/art/collection/search/892629
Nemoguće : celjust dialektike budilnik misterija ljudske glave društveni život u 1930,Milan Dedinac,,1930,1930,The Libraries,,Serbia,https://www.metmuseum.org/art/collection/search/852632
"Dialogos de la pintvra : sv defensa, origen, essecia, definicion, modos y diferencias",Vicente Carducho,,1633,1633,The Libraries,,Spain,https://www.metmuseum.org/art/collection/search/699505
Exposición surrealista : abierta de 11 a 12 y de 5 a 9 todos los dias hasta su clausura el 21 de mayo,André Breton,,1935,1935,The Libraries,,Spain,https://www.metmuseum.org/art/collection/search/852660
Les très riches heures du duc de Berry,Editions fac-similés,,1984,1984,The Libraries,,Switzerland,https://www.metmuseum.org/art/collection/search/843280
Niki de Saint Phalle tarot cards,Niki de Saint-Phalle,Female,2002,2002,The Libraries,,Switzerland,https://www.metmuseum.org/art/collection/search/843056
Kara Walker : a black hole is everything a star longs to be,Kara Walker,Female,2020,2020,The Libraries,,Switzerland,https://www.metmuseum.org/art/collection/search/857096
The future imaginary in Indigenous North American arts and literatures,Kristina Baudemann,,2022,2022,The Libraries,,United Kingdom,https://www.metmuseum.org/art/collection/search/889372
"Relic of the Eurydice. Lost March 24, 1878",,,1878,1878,The Libraries,,United Kingdom,https://www.metmuseum.org/art/collection/search/910002
"Art treasures of the United Kingdom from the Art Treasures Exhibition, Manchester",Francis Bedford,,1858,1858,The Libraries,,United Kingdom,https://www.metmuseum.org/art/collection/search/912066
Curiosities of glass making : with details of the processes and productions of ancient and modern ornamental glass manufacture,Apsley Pellatt,,1968,1968,The Libraries,,United Kingdom,https://www.metmuseum.org/art/collection/search/912073
An illustrated handbook of Indian arms : being a classified and descriptive catalogue of the arms exhibited at the India Museum : with an introductory sketch of the military history of India,Lord Wilbraham Egerton,,1880,1880,The Libraries,,United Kingdom,https://www.metmuseum.org/art/collection/search/912075
"Box in book form, inlaid and carved specimen wood box with hidden locking device in spine",Vincenzo Chiappinelli,,1908,1908,The Libraries,,United Kingdom,https://www.metmuseum.org/art/collection/search/910036
A catalogue of blue and white Nankin porcelain : forming the collection of Sir Henry Thompson,"Sir Henry Thompson, 1st Baronet",,1878,1878,The Libraries,,United Kingdom,https://www.metmuseum.org/art/collection/search/912078
Antiquities of Kertch : and researches in the Cimmerian Bosphorus...,Duncan McPherson,,1857,1857,The Libraries,,United Kingdom,https://www.metmuseum.org/art/collection/search/912086
Storey with an unhappy ending,The Daily Telegraph,,1968,1968,The Libraries,,United Kingdom,https://www.metmuseum.org/art/collection/search/916401
Interaction of color,Josef Albers,,1963,1963,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/737721
Rubens and Helene Fourment with their child by Peter Paul Rubens : collection of Mr. and Mrs. Charles B Wrightsman : typescript copy,,,1978,1981,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/841614
"War, hide yourself!--Lautreamont : message to the workers",Chicago Surrealist Group,,1971,1971,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852845
The hipsters,Ted Joans,,1961,1961,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852883
Revolutionary consciousness,Solidarity Bookshop,,1966,1966,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852852
Bulletin of surrealist information,Pat Halley,,1973,1973,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852873
Rana Mozelle,Paul Garon,,1972,1972,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852853
Arsenal : surrealist subversion,Black Swan Press,,1970,1970,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852643
"Surrealism? : I don't play that game, no more room service",David Schanoes,,1973,1973,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852878
Surrealist exhibition,Franklin Rosemont,,1968,1968,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852848
Surrealism in the service of the revolution,Radical America,,1970,1970,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852784
Surrealism 1971,Paul Garon,,1971,1971,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852854
Surrealist dance / choreographed & performed by Alice Farley,Alice Farley,,1977,1977,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852849
In memory of Georg Lukacs,Surrealist Editions,,1971,1971,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852870
Cultural correspondence,,,1979,1979,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852880
Surrealism : the octopus-typewriter,Surrealist Movement in the United States,,1978,1978,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852872
Surrealism & revolution,Franklin Rosemont,,1966,1966,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852836
"World Surrealist exhibition (with the participation of the Phases movement) : marvelous freedom, vigilance of desire / Gallery Black Swan",Gallery Black Swan,,1976,1976,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852881
Athanor,Penelope Rosemont,,1971,1971,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852851
Bulletin of surrealist information,Pat Halley,,1973,1973,The Libraries,,United States,
All of Ted Joans and no more : poems and collages / Introd. by Miss Ilizabeth D. Klar,Ted Joans,,1961,1961,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852882
Ming Smith,Ming Smith,,2020,2020,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/857098
"Survey Graphic. Volume LIII, No. 11, March 1 1925. Harlem: Mecca of the new negro",,,1925,1925,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/855857
First American art magazine,America Meredith,,2017,2017,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/889342
Nicholas Galanin : let them enter dancing and showing their faces = Yéil Ya-Tseen : neil has ya̲xdaxoon,Nicholas Galanin,,2020,2020,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/889363
Indigenous futurisms : transcending past/present/future,IAIA Museum of Contemporary Native Arts,,2020,2020,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/889350
Tetlacatl,Jorge Garza,,2020,2020,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/889960
Jeffrey Gibson : it can be said of them / editor: Siobhan Bradley,Jeffrey Gibson,,2021,2021,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/889355
Star Wallowing Bull : transformer,Plains Art Museum,,2015,2015,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/889365
The force is with our people,Museum of Northern Arizona,,0,0,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/889366
Neal Ambrose Smith :  C cen u kwes xwuyi (where are you going?),Neal Ambrose-Smith,,2021,2021,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/889361
Virgil Ortiz : revolution / Charles S. King,Charles S. King,,2021,2021,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/889376
Never forget / Yéil Ya-Tseen = Nicholas Galanin,Nicholas Galanin,,2021,2021,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/889362
Awagami factory : original classic paper collection,Hiromi Paper International Inc.,,1990,1999,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/892617
Tetlacatl,Jorge Garza,,2020,2020,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/890391
"The Harper establishment; or, How the story books are made",Jacob Abbott,,1855,1855,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/892561
"A manual of the art of bookbinding : containing full instructions in the different branches of forwarding, gilding, and finishing : also, the art of marbling book-edges and paper, the whole designed for the practical workman, the amateur, and the book-collector",James Bartram Nicholson,,1856,1856,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/892571
"The progress of the marbling art, from technical scientific principles : with a supplement on the decoration of book edges",Josef Halfer,,1893,1893,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/892612
"Fluxfilm no. 4 : ""disappearing music for face""",Mieko (Chieko) Shiomi,,2002,2002,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/901986
Dé-coll/age happenings,Wolf Vostell,,1966,1966,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/901962
Stamps by Uncle Sam. Vol. 1,,,1895,1905,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/909766
A good luck box with drawer in book form,,,1800,1999,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910041
Child's paint box in book form,,,1875,1885,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910064
Art education applied to industry,George Ward Nichols,,1877,1877,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/912208
Box in book form. Christmas gift. Myra,,,1908,1908,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910046
Relief-carved solid book,,,1800,1899,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910066
"Desk or dresser box in book form, painted with the initial ""T""",,,1800,1899,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910055
Spruce gum box with elk motif in book form,,,1850,1920,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910016
Spruce gum box in book form,,,1850,1920,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910017
Game board in book form,,,1900,1999,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910058
Solid carved book : Holy Bible,,,1900,1999,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910049
Box in the form of a book,,,1800,1999,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910059
"Box in book form, with single drawer",,,1800,1899,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910526
Box in the form of a book,,,1800,1899,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910059
"Box in book form with drawer, Album",,,1903,1903,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910052
The book End of time,Tacita Dean,Female,2013,2013,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/926037
Annual of American design 1931,American Union of Decorative Artists and Craftsmen,,1930,1930,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/697701
The morning of a machine gun : twenty poems & documents / Franklin Rosemont ; profusely illustrated by the author ; cover by Eric Matheson,Franklin Rosemont,,1968,1968,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852850
The anteater's umbrella : a contribution to the critique of the ideology of zoos,Chicago Surrealist Group,,1971,1971,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/852843
Wendy Red Star : delegation,Wendy Red Star,Female,2022,2022,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/889426
Ul'nigid' / Rhiannon Skye Tafoya,Rhiannon Skye Tafoya,,2019,2019,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/889431
"Marbled papers : being a collection of twenty-two contemporary hand-marbled papers, showing a variety of patterns and special techniques",Christopher Weimann,,1978,1978,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/892507
Bible box in book form,,,1815,1825,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910054
"Unfinished carved spruce gum box, M.A.B",,,1870,1929,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910047
"Painted table box in the form of a book, native American motif",,,1800,1899,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/910072
Mosaic curtain for the National Theatre of Mexico,Tiffany Studios,,1911,1911,The Libraries,,United States,https://www.metmuseum.org/art/collection/search/887833
